item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies,cover
book,Aquinas,F. C. Copleston,F.,Copleston,,,A349,Pelican,1955-09-01,Philosophy,pelican philosophy series,,,,,,,,,,,,,,,,2022-07-27,1,PELICAN_A349.jpg
book,The Government Blue Book,His Majesty's Stationary Office,His,Office,,,"S45
With Dust Jacket",Penguin,1939-10-24,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-07-27,1,PENGUIN_S045.jpg
book,Metaphysics,"Tim Crane, Katalin Farkas",Tim,Crane,9780199261970.0,0199261970,"This anthology provides an extensive and varied collection of the best classical and contemporary readings in metaphysics, as well as substantial editorial material, which set the extracts in context and guide the reader through them.The book is divided into 10 sections, providing instructors with flexibility in designing and teaching a variety of courses. It contains 54 important writings on metaphysics, with introductions to each section, discussion questions and detailed guides to further reading. Perfect for undergraduatecourses, this book offers the ideal self-contained introduction to metaphysics.","Oxford University Press, Incorporated",2004-03-04,Philosophy,,,,792.0,,,,,,,,,,,,,2022-07-29,1,9780199261970.jpg
book,The Problem of Knowledge,Alfred Jules Ayer,Alfred,Ayer,,,A377,Pelican,1956-11-01,Philosophy,pelican philosophy series,,,,,,,,,,,,,,,,2022-07-29,1,PELICAN_A377.jpg
book,Kant: A Very Short Introduction,Roger Scruton,Roger,Scruton,9780192801999.0,0192801996,"Kant is arguably the most influential modern philosopher, but also one of the most difficult. Roger Scruton tackles his exceptionally complex subject with a strong hand, exploring the background to Kant's work, and showing why the Critique of Pure of Reason has proved so enduring.",Oxford Paperbacks,2001-08-23,Philosophy,,,,160.0,,,,,,,,,,,,,2022-08-01,1,9780192801999.jpg
book,Kant,Stephan Körner,Stephan,Körner,,,A338,Pelican,1955-09-01,Philosophy,pelican philosophy series,,,,,,,,,,,,,,,,2022-08-05,1,PELICAN_A338.jpg
book,A. J. Ayer,Ben Rogers,Ben,Rogers,9780802138699.0,0802138691,"A. J. Ayer (1910-1989) was a man of startling complexity: an exceptionally rigorous and penetrating philosopher, he was also a dedicated hedonist and seducer. He traveled in the most glamorous social circles, yet his friends found him oddly remote. Internationally acclaimed author Ben Rogers brings the brilliant, strangely vulnerable author of the classic Language, Truth, and Logic to vivid life, along with the Oxford intellectual world where he met Isaiah Berlin, Ludwig Wittgenstein, and many other great thinkers and writers of the era. Colorful, intimate, and often poignant, this is a powerful biography of a provocative and unforgettable man whose ideas changed the landscape of Western thought. ""Beautifully written, sympathetic, and sensitive ... [a] balanced and rounded picture of a very complicated man."" -- Simon Blackburn, The New Republic ""A readable and well-researched account of the life and career of a remarkable figure."" -- Lynwood Abram, Houston Chronicle ""A.J. Ayer lived a fascinating life and in Rogers he has found an ideal biographer....."" -- Frank McLynn, The New Statesman ""Rogers succeeds in capturing the spirit of a philosophical maverick who many loved to hate."" -- Kirkus Reviews ""Exceptionally good ... A.J. Ayer weaves the philosophical, public, and private strands of Ayer's life together most skillfully."" -- The Economist","Grove/Atlantic, Incorporated",2002-01-16,Philosophy,,,,416.0,,,,,,,,,,,,,2022-08-07,1,9780802138699.jpg
book,The State and the Citizen,J.D. Mabbott,J.D.,Mabbott,,,,Hutchinson University Library,1952-01-01,Philosophy,,,,,,,,,,,,,,,,,2022-08-07,1,
book,Europe and the Czechs,S. Grant Duff,S.,Duff,,,"S9
With Dust Jacket",Penguin,1938-09-27,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-11,1,PENGUIN_S009.jpg
book,Britain by Mass-Observation,Charles Madge and Tom Harrison,Charles,Harrison,,,"S19
With broken Dust Jacket",Penguin,1938-01-12,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-11,1,PENGUIN_S019.jpg
book,Must the War Spread?,D.N. Pritt,D.N.,Pritt,,,"S51
With Dust Jacket",Penguin,1940-01-29,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-11,1,PENGUIN_S051.jpg
book,The New German Empire,F. Borkenau,F.,Borkenau,,,"S33
With Dust Jacket",Penguin,1939-06-16,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-11,1,PENGUIN_S033.jpg
book,Christianity and World Order,The Bishop of Chichester,The,Chichester,,,S65,Penguin,1940-11-05,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-11,1,PENGUIN_S065.jpg
book,The Case for Federal Union,W. B. Curry,W.,Curry,,,"S46
With Dust Jacket
2nd impression",Penguin,1939-11-07,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-11,1,PENGUIN_S046.jpg
book,The Common Sense of War and Peace,H. G. Wells,H.,Wells,,,S64,Penguin,1940-07-24,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-11,1,PENGUIN_S064.jpg
book,Mussolini's Roman Empire,G. T. Garratt,G.,Garratt,,,S2,Penguin,1938-02-25,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-11,1,PENGUIN_S002.jpg
book,The Catholic Church and Initernational Order,A.C.F. Beales,A.C.F.,Beales,,,S89,Penguin,1941-06-20,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-11,1,PENGUIN_S089.jpg
book,They Betrayed Czechoslovakia,G.J. George,G.J.,George,,,S24,Penguin,1939-06-12,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-11,1,PENGUIN_S024.jpg
book,The Psychology of Fear and Courage,Edward Glover,Edward,Glover,,,S77,Penguin,1940-08-28,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-11,1,PENGUIN_S077.jpg
book,The Next Germany,Anonymous,Anonymous,Anonymous,,,S133,Penguin,1943-10-01,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-11,1,PENGUIN_S133.jpg
book,The Press,Wickham Steed,Wickham,Steed,,,"S20
With broken Dust Jacket",Penguin,1938-11-11,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-11,1,PENGUIN_S020.jpg
book,Poland,W. J. Rose,W.,Rose,,,"S34
With Dust Jacket",Penguin,1939-07-01,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-11,1,PENGUIN_S034.jpg
book,Why Freedom Matters,Norman Angell,Norman,Angell,,,S62,Penguin,1940-07-24,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-11,1,PENGUIN_S062.jpg
book,I Was Hitler's Prisoner,Stefan Lorant,Stefan,Lorant,,,"S25
With Dust Jacket",Penguin,1939-01-12,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-11,1,PENGUIN_S025.jpg
book,Light on Moscow,D. N. Pritt,D.,Pritt,,,"S44
With Dust Jacket",Penguin,1939-10-16,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-11,1,PENGUIN_S044.jpg
book,A Diary of World Affairs (Volume I),Marcel Hoden,Marcel,Hoden,,,S98,Penguin,1941-10-24,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-11,1,PENGUIN_S098.jpg
book,Food - The Deciding Factor,Frank Wokes,Frank,Wokes,,,S87,Penguin,1941-05-15,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-11,1,PENGUIN_S087.jpg
book,50 Politics Classics,Tom Butler-Bowdon,Tom,Butler-Bowdon,9781473655430.0,1473655439,,Nicholas Brealey Publishing,2017-05-30,Politics,,,,336.0,,,,,,,,,,,,,2022-08-12,1,9781473655430.jpg
book,World Shipping,A. C. Hardy,A.,Hardy,,,S88,Penguin,1941-11-25,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-15,1,PENGUIN_S088.jpg
book,Planning the War,Lt./Col. Clive Garsia,Lt./Col.,Garsia,,,S96,Penguin,1941-06-20,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-15,1,PENGUIN_S096.jpg
book,Generals and Generalship,General Wavell,General,Wavell,,,S92,Penguin,1941-09-23,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-15,1,PENGUIN_S092.jpg
book,Searchlight on Spain,Duchess of Atholl,Duchess,Atholl,,,S4,Penguin,1938-06-10,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-08-16,1,PENGUIN_S004.jpg
book,The Precipice: ‘A book that seems made for the present moment’ New Yorker,Toby Ord,Toby,Ord,9781526600233.0,1526600234,"What existential threats does humanity face? And how can we secure our future?'The Precipice is a powerful book . . . Ord's love for humanity and hope for its future is infectious' Spectator'Ord's analysis of the science is exemplary . . . Thrillingly written' Sunday TimesWe live during the most important era of human history. In the twentieth century, we developed the means to destroy ourselves - without developing the moral framework to ensure we won't. This is the Precipice, and how we respond to it will be the most crucial decision of our time.Oxford moral philosopher Toby Ord explores the risks to humanity's future, from the familiar man-made threats of climate change and nuclear war, to the potentially greater, more unfamiliar threats from engineered pandemics and advanced artificial intelligence.With clear and rigorous thinking, Ord calculates the various risk levels, and shows how our own time fits within the larger story of human history. We can say with certainty that the novel coronavirus does not pose such a risk. But could the next pandemic? And what can we do, in our present moment, to face the risks head on?A major work that brings together the disciplines of physics, biology, earth and computer science, history, anthropology, statistics, international relations, political science and moral philosophy, The Precipice is a call for a new understanding of our age: a major reorientation in the way we see the world, our history, and the role we play in it. Leer más",Bloomsbury Publishing,2021-02-18,Philosophy,,,,480.0,,,,,,,,,,,,,2022-08-17,1,9781526600233.jpg
