item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies,cover
book,On Human Nature,Arthur Schopenhauer,Arthur,Schopenhauer,9780486478418.0,0486478416,"Schopenhauer believed in the supremacy of will over intellect, and he wrote extensively on the motivations behind actions. These six essays, drawn from Parerga and posthumously published works, include observations on government, free will and fatalism, character, moral instinct, and ethics. They reflect the author's wide range of interests and offer an accessible approach to his philosophy.","Dover Publications, Incorporated",2010-11-18,Philosophy,,,,96.0,,,,,,,,,,,,,2022-06-21,1,9780486478418.jpg
book,Freakonomics Revised and Expanded Edition,"Steven D. Levitt, Stephen J. Dubner",Steven,Levitt,9780063032378.0,0063032376,"The legendary bestseller that made millions look at the world in a radically different way returns in a new edition, now including an exclusive discussion between the authors and bestselling professor of psychology Angela Duckworth. Which is more dangerous, a gun or a swimming pool? Which should be feared more: snakes or french fries? Why do sumo wrestlers cheat? In this groundbreaking book, leading economist Steven Levitt--Professor of Economics at the University of Chicago and winner of the American Economic Association's John Bates Clark medal for the economist under 40 who has made the greatest contribution to the discipline--reveals that the answers. Joined by acclaimed author and podcast host Stephen J. Dubner, Levitt presents a brilliant--and brilliantly entertaining--account of how incentives of the most hidden sort drive behavior in ways that turn conventional wisdom on its head.",HarperCollins Publishers,2020,Economics,,,,352.0,,,,,,,,,,,,,2022-06-21,1,9780063032378.jpg
book,The Way of the Samurai,Inazo Nitobe,Inazo,Nitobe,9781788885072.0,1788885074,"This classic text defining the moral code of the Samurai has had a huge impact both in the West and in Japan itself. Drawing on Japanese traditions such as Shinto and Buddhism, and citing parallels with Western philiosophy and literature, it is essential reading for anyone who wishes to understand the culture and morals of Japan.",Arcturus Publishing,2019-05-01,History,,,,144.0,,,,,,,,,,,,,2022-06-21,1,9781788885072.jpg
book,Ageless,Andrew Steele,Andrew,Steele,9780525566311.0,0525566317,"""A fascinating look at how scientists are working to help doctors treat the aging process itself, helping us all to lead longer, healthier lives."" --Sanjay Gupta, MD Aging--not cancer, not heart disease--is the underlying cause of most human death and suffering. The same cascade of biological changes that renders us wrinkled and gray also opens the door to dementia and disease. We work furiously to conquer each individual disease, but we never think to ask: Is aging itself necessary? Nature tells us it is not: there are tortoises and salamanders who are spry into old age and whose risk of dying is the same no matter how old they are, a phenomenon known as ""biological immortality."" In Ageless, Andrew Steelecharts the astounding progress science has made in recent years to secure the same for humans: to help us become old without getting frail, to live longer without ill health or disease.",Knopf Doubleday Publishing Group,2022-01-04,Biology,,,,352.0,,,,,,,,,,,,,2022-06-21,1,9780525566311.jpg
book,Tales from Out There,Frozen Ed Furtaw,Frozen,Furtaw,9781450547017.0,145054701X,"The Barkley Marathons is a 100 Mile Run and a 60 Mile Fun Run held annually in Frozen Head State Park near Wartburg, Tennessee in late March or early April. Since the race began in 1986, only 9 runners out of about 700 have finished within the 60-hour cutoff. The course itself, which has changed distance, route, and elevation many times since its inaugural run in 1986, currently consists of a 20-mile (32 km) loop with no aid stations except water at two points along the route and the runner's parked car at the beginning of the loop. Runners of the 100 Mile version run this loop five times, with loops three and four being run in the opposite direction and loop five being runner's choice. Runners of the 60 Mile Fun Run (considered to be harder than Hardrock) complete three circuits of the loop. With 54,200 feet (16,500 m) of accumulated vertical climb, the 100 Mile Run is considered to be one of the more challenging ultramarathons held in the United States, if not the world. In addition to running, competitors must find between nine and 11 books (varies per year) and remove a page from each book as proof of completion.",CreateSpace,2010-02-02,Running,,,,224.0,,,,,,,,,,,,,2022-06-22,1,9781450547017.jpg
book,An Introduction to Philosophical Analysis,John Hospers,John,Hospers,9780710015600.0,0710015607,"John Hospers' Introduction to Philosophical Analysis has sold over 150,000 copies since its first publication. This new edition ensures that its success will continue into the twenty-first century. It remains the most accessible and authoritative introduction to philosophy available using the full power of the problem-based approach to the area to ensure that philosophy is not simply taught to students but practised by them.The most significant change to this edition is to respond to criticisms regarding the omission in the third edition of the famous opening chapter. A brand new chapter, Words and the World, replaces this in the fourth edition - which now features a large number of examples and illustrative dialogues. The rest of the text has been thoroughly revised and updated to take account of recent developments in some areas of philosophy.","Routledge &amp; Kegan Paul, Limited",1973-01-01,Philosophy,,,,,,,,,,,,,,,,,2022-06-22,1,9780710015600.jpg
book,River Kings,Cat Jarman,Cat,Jarman,9780008353117.0,0008353115,"THE SUNDAY TIMES BESTSELLER &amp; THE TIMES HISTORY BOOK OF 2021'Astonishing and compelling' Bernard Cornwell‘Replete with witches, human sacrifice, Greek fire and funeral orgies… one of the most thrilling works of archaeological detective work I have ever read’ William Dalrymple, FTFollow bioarchaeologist Cat Jarman – and the cutting-edge forensic techniques central to her research – as she uncovers epic stories of the Viking age and follows a small ‘Carnelian’ bead found in a Viking grave in Derbyshire to its origins thousands of miles to the east in Gujarat.‘This superb book is like a classical symphony, perfectly composed and exquisitely performed’ THE TIMES Books of the Year Dr Cat Jarman is a bioarchaeologist, specialising in forensic techniques to research the paths of Vikings who came to rest in British soil. By examining teeth that are now over one thousand years old, she can determine childhood diet, and thereby where a person was likely born. With radiocarbon dating, she can ascertain a death date down to the range of a few years. And her research offers new visions of the likely roles of women and children in Viking culture.In 2017, a carnelian bead came into her temporary possession. River Kings sees her trace its path back to eighth-century Baghdad and India, discovering along the way that the Vikings’ route was far more varied than we might think, that with them came people from the Middle East, not just Scandinavia, and that the reason for this unexpected integration between the Eastern and Western worlds may well have been a slave trade running through the Silk Road, and all the way to Britain.Told as a riveting story of the Vikings and the methods we use to understand them, this is a major reassessment of the fierce, often-mythologised voyagers of the north, and of the global medieval world as we know it. Leer más",William Collins,2021-09-02,History,,,,352.0,,,,,,,,,,,,,2022-06-23,1,9780008353117.jpg
book,23 Things They Don't Tell You about Capitalism,Ha-Joon Chang,Ha-Joon,Chang,9780141047973.0,0141047976,"'This Cambridge professor delights in paradox. And myth-busting . . . he does this with charm and a desire to see how things work in the real world' Guardian, 'In Praise of Ha-Joon Chang' In this revelatory book, Ha-Joon Chang destroys the biggest myths of our times and shows us the truth about how the world really works, including: there's no such thing as a free market; the washing machine has changed lives more than the internet; people in poor countries are more entrepreneurial than in wealthy ones; and making rich people richer doesn't make the rest of us richer. We don't have to accept things as they are any longer. Ha-Joon Chang is here to show us there's a better way. 'Lively, accessible and provocative . . . read this book' Sunday Times 'A witty and timely debunking of some of the biggest myths surrounding the global economy' Observer 'The new kid on the economics block . . . Chang's iconoclastic attitude has won him fans' Independent on Sunday 'Lucid . . . audacious . . . increasingly influential . . . will provoke physical symptoms of revulsion if you are in any way involved in high finance' Guardian 'Important . . . persuasive . . . an engaging case for a more caring era of globalization' Financial Times 'A must-read . . . incisive and entertaining' New Statesman",Penguin UK,2011,Politics,,,,286.0,,,,,,,,,,,,,2022-06-25,1,9780141047973.jpg
book,Calling Bullshit: The Art of Scepticism in a Data-Driven World,"Jevin D. West, Carl T. Bergstrom",Jevin,West,9780141987057.0,0141987057,"'A necessary book for our times. But also just great fun' Saul Perlmutter, Nobel LaureateThe world is awash in bullshit, and we're drowning in it. Politicians are unconstrained by facts. Science is conducted by press release. Start-up culture elevates hype to high art. These days, calling bullshit is a noble act.Based on a popular course at the University of Washington, Calling Bullshit gives us the tools to see through the obfuscations, deliberate and careless, that dominate every realm of our lives. In this lively guide, biologist Carl Bergstrom and statistician Jevin West show that calling bullshit is crucial to a properly functioning social group, whether it be a circle of friends, a community of researchers, or the citizens of a nation. Through six rules of thumb, they help us recognize bullshit whenever and wherever we encounter it - even within ourselves - and explain it to a crystal-loving aunt or casually racist grandfather. Leer más",Penguin,2021-08-05,Politics,,,,336.0,,,,,,,,,,,,,2022-06-25,1,9780141987057.jpg
book,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,Steven,Pinker,9780140276053.0,014027605X,"From bestselling author Stephen Pinker, The Blank Slate: The Modern Denial of Human Nature shatters the myths surrounding human behaviour and 'nature versus nurture'. Recently many people have assumed that we are shaped by our environment: a blank slate waiting to be inscribed by upbringing and culture, with innate abilities playing little part. The Blank Slate shows that this view denies the heart of our being: human nature. Violence is not just a product of society; male and female minds are different; the genes we give our children shape the more than our parenting practices. To acknowledge our nature, Pinker shows, is not to condone inequality, but to understand the very foundations of humanity. 'Magnificent and timely'  Sunday Telegraph 'A passionate defence of the enduring power of human nature ... both life-affirming and deeply satisfying'  Tim Lott, Daily Telegraph Books of the Year 'Brilliant ... enjoyable, informative, clear, humane'  New Scientist Steven Pinker is a best-selling author and Professor of Psychology and Director of the Center for cognitive Neuroscience at MIT. Pinker has been awarded research prizes from the National Academy of Sciences and the American Psychological Association, graduate and undergraduate teaching prizes from MIT, and book prizes from the American Psychological Association, the Linguistics Society of America and the Los Angeles Times. He is the author of How the Mind Works, The Blank Slate, The Better Angels of Our Nature, and The Language Instinct.",,,Psychology,,,,,,,,,,,,,,,,,2022-06-26,1,9780140276053.jpg
book,The Madness of Crowds,Douglas Murray,Douglas,Murray,9781472979575.0,1472979575,"THE SUNDAY TIMES BESTSELLERA Times and Sunday Times Book of the YearUpdated with a new afterword by the author'Douglas Murray fights the good fight for freedom of speech ... A truthful look at today's most divisive issues' - Jordan B. Peterson'[Murray's] latest book is beyond brilliant and should be read, must be read, by everyone' - Richard DawkinsAre we living through the great derangement of our times?In The Madness of Crowds Douglas Murray investigates the dangers of 'woke' culture and the rise of identity politics. In lively, razor-sharp prose he examines the most controversial issues of our moment: sexuality, gender, technology and race, with interludes on the Marxist foundations of 'wokeness', the impact of tech and how, in an increasingly online culture, we must relearn the ability to forgive.One of the few writers who dares to counter the prevailing view and question the dramatic changes in our society - from gender reassignment for children to the impact of transgender rights on women - Murray's penetrating book, now published with a new afterword taking account of the book's reception and responding to the worldwide Black Lives Matter protests, clears a path of sanity through the fog of our modern predicament. Leer más",Bloomsbury Continuum,2020,Politics,,,,304.0,,,,,,,,,,,,,2022-06-26,1,9781472979575.jpg
book,Hokusai Drawings,J. Hillier,J.,Hillier,,,,Phaidon Press,1966-01-01,Art,,,,129.0,,,,,,,,,,,,,2022-06-26,1,
book,Why We're Polarized,Ezra Klein,Ezra,Klein,9781788166799.0,1788166795,"'This book helped me understand modern politics better' - Bill Gates, Summer Reading Pick 2022'Powerful [and] intelligent' - Fareed Zakaria, CNN'Superbly researched and written' - Francis Fukuyama, The Washington PostAmerica's political system isn't broken. The truth is scarier: it's working exactly as designed.In Why We're Polarized, Ezra Klein reveals the structural and psychological forces behind America's deep political divisions, revealing how a system filled with rational, functional parts can combine into a dysfunctional whole. Neither a polemic nor a lament, this book offers a clear framework for understanding everything from Trump's rise to the Democratic Party's leftward shift to the politicisation of everyday culture.Klein shows how and why American politics polarised in the twentieth century, what that polarisation did to Americans' views of the world and one another, and how feedback loops between polarised political identities and polarised political institutions drive the system toward crisis. This revelatory book will change how you look at politics, and perhaps at yourself. Leer más",Profile Books,2021-04,Politics,,,,352.0,,,,,,,,,,,,,2022-06-28,1,9781788166799.jpg
book,How the World Thinks,Julian Baggini,Julian,Baggini,9781783782307.0,1783782307,"The first ever global overview of philosophy: how it developed around the world and impacted the cultures in which it flourished, now in paperback.",Granta Books,2019-10-03,Philosophy,,,,432.0,,,,,,,,,,,,,2022-06-28,1,9781783782307.jpg
book,Liberalism and Its Discontents,Francis Fukuyama,Francis,Fukuyama,9781800810082.0,1800810083,"A defence of liberalism by the renowned political philosopher'We need more thinkers as wise as Fukuyama digging their fingers into the soil of our predicament' The New York Times'A brilliantly acute summary of the way some aspects of liberal thought have consumed themselves' Guardian'One of the West's most interesting public intellectuals' Times'Hard to think of a better case for liberal centrism' FTLiberalism - the comparatively mild-mannered sibling to the more ardent camps of nationalism and socialism - has never been so divisive as today. From Putin's populism, the Trump administration and autocratic rulers in democracies the world over, it has both thrived and failed under identity politics, authoritarianism, social media and a weakened free press the world over.Since its inception following the post-Reformation wars, liberalism has come under attack from conservatives and progressives alike, and today is dismissed by many as an 'obsolete doctrine'. In this brilliant and concise exposition, Francis Fukuyama sets out the cases for and against its classical premises: observing the rule of law, independence of judges, means over ends, and most of all, tolerance.Pithy, to the point, and ever pertinent, this is political dissection at its very best. Leer más",Profile Books,2022-04-07,Politics,,,,192.0,,,,,,,,,,,,,2022-06-29,1,9781800810082.jpg
book,Teoria monetaria moderna,Larry Randall Wray,Larry,Wray,9783944203096.0,3944203097,,,2015,Economics,,,,294.0,,,,,,,,,,,,,2022-07-12,1,9783944203096.jpg
book,Think and Grow Rich,Napoleon Hill,Napoleon,Hill,9781906465599.0,1906465592,"The greatest motivational book of all time! Napoleon Hill's thirteen step programme will set you on the path to wealth and success. Think and Grow Rich reveals the money-making secrets of hundreds of America's most affluent people. By thinking like them, you can become like them. This powerful 1937 classic, with analysis from self-development authority Tom Butler-Bowdon, will continue to be read through the decades of economic boom and bust, proving that the magic formula for making money never changes.",John Wiley &amp; Sons,2010-08-30,Finance,,,,388.0,,,,,,,,,,,,,2022-07-12,1,9781906465599.jpg
book,Free Market Madness,Peter A. Ubel,Peter,Ubel,9781422126097.0,1422126099,"Humans just aren't entirely rational creatures. We decide to roll over and hit the snooze button instead of going to the gym. We take out home loans we can't possibly afford. And did you know that people named Paul are more likely to move to St. Paul than other cities? All too often, our subconscious causes us to act against our own self-interest. But our free-market economy is based on the assumption that we always do act in our own self-interest. In this provocative book, physician Peter Ubel uses his understanding of psychology and behavior to show that in some cases government must regulate markets for our own health and well-being. And by understanding and controlling the factors that go into our decisions, big and small, we can all begin to stop the damage we do to our bodies, our finances, and our economy as a whole. Ubel's vivid stories bring his message home for anyone interested in improving the way our society works.",Harvard Business Review Press,2008-12-16,Economics,,,,257.0,,,,,,,,,,,,,2022-07-16,1,9781422126097.jpg
book,Too Loud a Solitude,Bohumil Hrabal,Bohumil,Hrabal,9780349102627.0,0349102627,"TOO LOUD A SOLITUDE is a tender and funny story of Hant'a - a man who has lived in a Czech police state - for 35 years, working as compactor of wastepaper and books. In the process of compacting, he has acquired an education so unwitting he can't quite tell which of his thoughts are his own and which come from his books. He has rescued many from jaws of hydraulic press and now his house is filled to the rooftops. Destroyer of the written word, he is also its perpetuator. But when a new automatic press makes his job redundant there's only one thing he can do - go down with his ship. This is an eccentric romp celebrating the indestructability- against censorship, political opression etc - of the written word.",Little Brown &amp; Company,1998-07-01,Fiction,,,,112.0,,,,,,,,,,,,,2022-07-16,1,9780349102627.jpg
book,Descartes,John G. Cottingham,John,Cottingham,9780631150466.0,0631150463,"In this new introduction to the life, thought and works of one of the greatest seventeenth-century philosophers, John Cottingham aims to place Descartes' ideas in their historical context while at the same time showing how they relate to a network of philosophical problems that are still vigorously debated today. Separate chapters are devoted to Descartes' life and the intellectual climate of his times; the Cartesian method; the reconstruction of knowledge from self to God and to the external world; Descartes' theory of the material universe; his account of mind and body; and his psychology and theory of the will and passions. While doing justice to the complexities of Descartes' thought, the book presupposes no philosophical training, and all technical philosophical notions are explained in such a way as to be intelligible to the first-year student or general reader.","John Wiley &amp; Sons, Incorporated",1991-01-16,Philosophy,,,,182.0,,,,,,,,,,,,,2022-07-16,1,9780631150466.jpg
book,Essays and Aphorisms,Arthur Schopenhauer,Arthur,Schopenhauer,9780140442274.0,0140442278,"One of the greatest philosophers of the nineteenth century, Schopenhauer (1788-1860) believed that human action is determined not by reason but by 'will' - the blind and irrational desire for physical existence. This selection of his writings on religion, ethics, politics, women, suicide, books and many other themes is taken from Schopenhauer's last work, Parerga and Paralipomena, which he published in 1851. These pieces depict humanity as locked in a struggle beyond good and evil, and each individual absolutely free within a Godless world, in which art, morality and self-awareness are our only salvation. This innovative - and pessimistic - view has proved powerfully influential upon philosophy and art, directly affecting the work of Nietzsche, Wittgenstein and Wagner among others.",Penguin Publishing Group,1973-05-30,Philosophy,,,,256.0,,,,,,,,,,,,,2022-07-16,1,9780140442274.jpg
book,Why Doesn't Microfinance Work?,Milford Bateman,Milford,Bateman,9781848133327.0,1848133324,"Since its emergence in the 1970s, microfinance has risen to become one of the most high-profile policies to address poverty in developing and transition countries. It is beloved of rock stars, movie stars, royalty, high-profile politicians and 'troubleshooting' economists. In this provocative and controversial analysis, Milford Bateman reveals that microfinance doesn't actually work. In fact, the case for it has been largely built on hype, on egregious half-truths and - latterly - on the Wall Street-style greed of those promoting and working in microfinance. Using a multitude of case studies, from India to Cambodia, Bolivia to Uganda, Serbia to Mexico, Bateman demonstrates that microfi nance actually constitutes a major barrier to sustainable economic and social development, and thus also to sustainable poverty reduction. As developing and transition countries attempt to repair the devastation wrought by the global financial crisis, Why Doesn't Microfinance Work? argues forcefully that the role of microfinance in development policy urgently needs to be reconsidered.","Zed Books, Limited",2010-06-10,Economics,,,,272.0,,,,,,,,,,,,,2022-07-16,1,9781848133327.jpg
book,The Paradox of Choice,Barry Schwartz,Barry,Schwartz,9780060005696.0,0060005696,"Whether we're buying a pair of jeans, ordering a cup of coffee, selecting a long-distance carrier, applying to college, choosing a doctor, or setting up a 401(k), everyday decisions—both big and small—have become increasingly complex due to the overwhelming abundance of choice with which we are presented. As Americans, we assume that more choice means better options and greater satisfaction. But beware of excessive choice: choice overload can make you question the decisions you make before you even make them, it can set you up for unrealistically high expectations, and it can make you blame yourself for any and all failures. In the long run, this can lead to decision-making paralysis, anxiety, and perpetual stress. And, in a culture that tells us that there is no excuse for falling short of perfection when your options are limitless, too much choice can lead to clinical depression. In The Paradox of Choice, Barry Schwartz explains at what point choice—the hallmark of individual freedom and self-determination that we so cherish—becomes detrimental to our psychological and emotional well-being. In accessible, engaging, and anecdotal prose, Schwartz shows how the dramatic explosion in choice—from the mundane to the profound challenges of balancing career, family, and individual needs—has paradoxically become a problem instead of a solution. Schwartz also shows how our obsession with choice encourages us to seek that which makes us feel worse. By synthesizing current research in the social sciences, Schwartz makes the counter intuitive case that eliminating choices can greatly reduce the stress, anxiety, and busyness of our lives. He offers eleven practical steps on how to limit choices to a manageable number, have the discipline to focus on those that are important and ignore the rest, and ultimately derive greater satisfaction from the choices you have to make.",HarperCollins Publishers,2005-01-18,Psychology,,,,304.0,,,,,,,,,,,,,2022-07-16,1,9780060005696.jpg
book,Essays,George Orwell,George,Orwell,9780141183060.0,0141183063,"These essays, reviews and articles illuminate the life and work of one of the most individual writers of this century - a man who created a unique literary manner from the process of thinking aloud and who elevated political writing to an art.",Penguin UK,2000-07-04,Essays,,,,496.0,,,,,,,,,,,,,2022-07-16,1,9780141183060.jpg
book,Immune,Dettmer Philipp,Dettmer,Philipp,9781529360684.0,1529360684,"__________Out now: The first book from the creator of the wildly popular science YouTube channel, Kurzgesagt - In a Nutshell, a gorgeously illustrated deep dive into the immune system that will change how you think about your body forever. 'A truly brilliant introduction to the human body's vast system for fighting infections and other threats'JOHN GREEN, #1 New York Times bestselling author of The Fault in Our Stars'Reads as if it's a riveting sci-fi novel . . . a delightful treat for the curious'TIM URBAN, creator of Wait But Why__________You wake up and feel a tickle in your throat. Your head hurts. You're mildly annoyed as you get the kids ready for school and dress for work yourself. Meanwhile, an utterly epic war is being fought, just below your skin. Millions are fighting and dying for you to be able to complain as you drink your cup of tea and head out the door.So what, exactly, IS your immune system?Second only to the human brain in its complexity, it is one of the oldest and most critical facets of life on Earth. Without it, you would die within days. In Immune, Philipp Dettmer, the brains behind the most popular science channel on YouTube, takes readers on a journey through the fortress of the human body and its defences. There is a constant battle of staggering scale raging within us, full of stories of invasion, strategy, defeat, and noble self-sacrifice. In fact, in the time you've been reading this, your immune system has probably identified and eradicated a cancer cell that started to grow in your body.Each chapter delves deeply into an element of the immune system, including defences like antibodies and inflammation as well as threats like viruses, bacteria, allergies and cancer, as Dettmer reveals why boosting your immune system is actually nonsense, how parasites sneak their way past your body's defences, how viruses - including the coronavirus - work, and what goes on in your wounds when you cut yourself.Enlivened by engaging full-colour graphics and immersive descriptions, Immune turns one of the most intricate, interconnected, and confusing subjects - immunology - into a gripping adventure through an astonishing alien landscape.Challenging what you know and think about your own body and how it defends you against all sorts of maladies and how it might also eventually be your own downfall, Immune is a vital and remarkably fun crash course in what is arguably, and increasingly, the most important system in the body.__________ Leer más",Hodder &amp; Stoughton,2021-11-01,Biology,,,,341.0,,,,,,,,,,,,,2022-07-17,1,9781529360684.jpg
book,The Perfect Predator,"Steffanie Strathdee, Thomas Patterson",Steffanie,Strathdee,9780316418119.0,0316418110,"An electrifying memoir of one woman's extraordinary effort to save her husband's life-and the discovery of a forgotten cure that has the potential to save millions more. ""A memoir that reads like a thriller."" -New York Times Book Review ""A fascinating and terrifying peek into the devastating outcomes of antibiotic misuse-and what happens when standard health care falls short."" -Scientific American Epidemiologist Steffanie Strathdee and her husband, psychologist Tom Patterson, were vacationing in Egypt when Tom came down with a stomach bug. What at first seemed like a case of food poisoning quickly turned critical, and by the time Tom had been transferred via emergency medevac to the world-class medical center at UC San Diego, where both he and Steffanie worked, blood work revealed why modern medicine was failing: Tom was fighting one of the most dangerous, antibiotic-resistant bacteria in the world. Frantic, Steffanie combed through research old and new and came across phage therapy: the idea that the right virus, aka ""the perfect predator,"" can kill even the most lethal bacteria. Phage treatment had fallen out of favor almost 100 years ago, after antibiotic use went mainstream. Now, with time running out, Steffanie appealed to phage researchers all over the world for help. She found allies at the FDA, researchers from Texas A&amp;M, and a clandestine Navy biomedical center -- and together they resurrected a forgotten cure. A nail-biting medical mystery, The Perfect Predator is a story of love and survival against all odds, and the (re)discovery of a powerful new weapon in the global superbug crisis.",Hachette Books,2020-11-10,Biology,,,,352.0,,,,,,,,,,,,,2022-07-17,1,9780316418119.jpg
book,John Stuart Mill,Karl Britton,Karl,Britton,,,A274,Pelican,1953-07-01,Philosophy,pelican philosophy series,,,,,,,,,,,,,,,,2022-07-18,1,PELICAN_A274.jpg
book,Leibniz,Ruth Lydia Saw,Ruth,Saw,,,A305,Pelican,1954-09-01,Philosophy,pelican philosophy series,,,,,,,,,,,,,,,,2022-07-18,1,PELICAN_A305.jpg
book,Kant,Stephan Körner,Stephan,Körner,,,,,,Philosophy,,,,,,,,,,,,,,,,,2022-07-18,3,
book,Butler's Moral Philosophy,Austin Duncan-Jones,Austin,Duncan-Jones,,,A244,Pelican,1952-05-01,Philosophy,pelican philosophy series,,,,,,,,,,,,,,,,2022-07-20,1,PELICAN_A244.jpg
book,Natural Defense,Emily Monosson,Emily,Monosson,9781610917186.0,1610917189,"We rely on chemical cures to keep our bodies free from disease and our farm fields free from bugs and weeds. While human and agricultural health are rarely considered together, both are based on the same ecology, and both are being threatened by organisms that have evolved to resist our antibiotics and pesticides. Fortunately scientists are finding new solutions that work with, rather than against, nature. There are viruses that bust apart bacteria; insect pheromones that throw crop destroying moths into a misguided sexual frenzy; plant genes edited to protect against disease; and a resurgence of the ancient practice of fecal transplants. In this hopeful book, Monosson offers a fascinating look into the future of natural defenses.",Island Press,2017-06-20,Biology,,,,197.0,,,,,,,,,,,,,2022-07-20,1,9781610917186.jpg
book,Hobbes,Richard Peters,Richard,Peters,,,A367,Pelican,1956-06-01,Philosophy,pelican philosophy series,,,,,,,,,,,,,,,,2022-07-21,1,PELICAN_A367.jpg
book,John Locke,D.J. O'Connor,D.J.,O'Connor,,,A267,Pelican,1952-11-01,Philosophy,pelican philosophy series,,,,,,,,,,,,,,,,2022-07-21,1,PELICAN_A267.jpg
book,Free Will,Sam Harris,Sam,Harris,9781451683400.0,1451683405,"The physiologist Benjamin Libet famously demonstrated that activity in the brain's motor regions can be detected some 300 milliseconds before a person feels that he has decided to move. Another lab recently used fMRI data to show that some ""conscious"" decisions can be predicted up to 10 seconds before they enter awareness (long before the preparatory motor activity detected by Libet). Clearly, findings of this kind are difficult to reconcile with the sense that one is the conscious source of one's actions. The question of free will is no mere curio of philosophy seminars. A belief in free will underwrites both the religious notion of ""sin"" and our enduring commitment to retributive justice. The Supreme Court has called free will a ""universal and persistent"" foundation for our system of law. Any scientific developments that threatened our notion of free will would seem to put the ethics of punishing people for their bad behaviour in question.In Free Will Harris debates these ideas and asks whether or not, given what brain science is telling us, we actually have free will?",Simon and Schuster,2012-03-06,Philosophy,,,,83.0,,,,,,,,,,,,,2022-07-21,1,9781451683400.jpg
book,Spinoza,Stuart Hampshire,Stuart,Hampshire,,,"A253
2nd impression",Pelican,1951-11-01,Philosophy,pelican philosophy series,,,,,,,,,,,,,,,,2022-07-22,1,PELICAN_A253.jpg
book,David Hume,A. H. Basson,A.,Basson,,,A428,Pelican,1958-09-01,Philosophy,pelican philosophy series,,,,,,,,,,,,,,,,2022-07-23,1,PELICAN_A428.jpg
book,Berkeley,G. J. Warnock,G.,Warnock,,,A286,Pelican,1953-11-01,Philosophy,pelican philosophy series,Price sticker: from original 2/- to 2/6,,,,,,,,,,,,,,,2022-07-23,1,PELICAN_A286.jpg
book,The Internment of Aliens,F. Lafitte,F.,Lafitte,,,S79,Penguin,1940-11-05,Penguin Specials WWII,,,,,,,,,,,,,,,,,2022-07-23,1,PENGUIN_S079.jpg
book,The Forgotten Cure,Anna Kuchment,Anna,Kuchment,9781461402503.0,1461402506,"Before the arrival of penicillin in the 1940s, phage therapy was one of the few weapons doctors had against bacterial infections. It saved the life of Hollywood legend Tom Mix before being abandoned by Western science. Now, researchers and physicians are rediscovering the treatment, which pits phage viruses against their natural bacterial hosts, as a potential weapon against antibiotic-resistant infections. The Forgotten Cure traces the story of phages from Paris, where they were discovered in 1917; to Tbilisi, Georgia, where one of phage therapy's earliest proponents died at the hands of Stalin; to the Nobel podium, where prominent scientists have been recognized for breakthroughs stemming from phage research. Today, a crop of biotech startups and dedicated physicians is racing to win regulatory approval for phage therapy before superbugs exhaust the last drug in the medical arsenal. Will they clear the hurdles in time?",Springer New York,2011-12-09,Medicine,,,,,,,,,,,,,,,,,2022-07-25,1,9781461402503.jpg
book,Extracts from The Second Sex,Simone De Beauvoir,Simone,Beauvoir,9781784870386.0,1784870382,"Vintage Feminism: classic feminist texts in short form WITH AN INTRODUCTION BY NATALIE HAYNES When this book was first published in 1949 it was to outrage and scandal. Never before had the case for female liberty been so forcefully and successfully argued. De Beauvoir’s belief that ‘One is not born, but rather becomes, woman’ switched on light bulbs in the heads of a generation of women and began a fight for greater equality and economic independence. These pages contain the key passages of the book that changed perceptions of women forever. TRANSLATED BY CONSTANCE BORDE AND SHEILA MALOVANY-CHEVALLIER ANNOTATED AND INTRODUCED BY MARTINE REID Leer más Leer menos",Random House Uk,2015,Gender studies,,,,144.0,,,,,,,,,,,,,2022-07-26,1,9781784870386.jpg
book,Metaphysics: a Very Short Introduction,Stephen Mumford,Stephen,Mumford,9780199657124.0,0199657122,"Metaphysics is one of the traditional four main branches of philosophy, alongside ethics, logic and epistemology. It is also an area that continues to attract and hold a fascination for many people yet it is associated with being complex and abstract. For some it is associated with themystical or religious. For others it is known through the metaphysical poets who talk of love and spirituality.This Very Short Introduction goes right to the heart of the matter, getting to the basic and most important questions of metaphysical thought in order to understand the theory: What are objects? Do colours and shapes have some form of existence? What is it for one thing to cause another rather thanjust being associated with it? What is possible? Does time pass?By using these questions to initiate thought about the basic issues around substance, properties, changes, causes, possibilities, time, personal identity, nothingness and emergentism, Stephen Mumford provides a clear and simple path through this analytical tradition at the core of philosophicalthought.","Oxford University Press, Incorporated",2012-08-30,Philosophy,,,,144.0,,,,,,,,,,,,,2022-07-26,1,9780199657124.jpg
book,The Second Sex,Simone de Beauvoir,Simone,Beauvoir,9780099744214.0,009974421X,,,,Gender studies,,,,,,,,,,,,,,,,,2022-07-26,1,9780099744214.jpg
book,Peirce and Pragmatism,W. B. Gallie,W.,Gallie,,,A254,Pelican,1952-05-01,Philosophy,pelican philosophy series,,,,,,,,,,,,,,,,2022-07-27,1,PELICAN_A254.jpg
